soc_code,s_ij,E_j,E_sub_j,E_aug_j,isco_4digit,mapping_stage,ch_isco_4digit,ch_isco_label,main_group,employed_2022,employed_2024,delta_bfs,is_outlier,exposure_category,cluster_x,cluster_y,cluster
31-9094.00,0.3693605357416858,0.3604255452325893,0.3945514895936894,0.3051867748700866,3252,1,3252,Fachkräfte im Bereich medizinische Dokumentation und Information,3,0.707328782249,0.6898539063011778,-2.470545011933432,False,Mittel (0.33–0.66),1,1,1
31-9095.00,0.1144052772931265,0.1178050396291623,0.1040152537841942,0.1375631453445319,2262,1,2262,Apotheker,2,6.54283315089,6.128972790338944,-6.325399884219272,False,Niedrig (0–0.33),1,1,1
31-9096.00,0.1672523738588845,0.1907999661530431,0.1732996112721491,0.2154728387601402,3240,1,3240,Veterinärmedizinische Fachkräfte und Assistenten,3,3.337339874521,4.181669858627249,25.29949048798734,False,Niedrig (0–0.33),1,1,1
31-9097.00,0.0278303685574345,0.0346007029020814,0.0303034647987892,0.0407783475166298,3212,1,3212,Medizintechniker im Bereich Labor und Pathologie,3,7.281498105076999,7.114033643821429,-2.2998627320771474,False,Niedrig (0–0.33),1,1,1
31-9099.01,0.0297296931624693,0.0352851641333456,0.0302637144706143,0.0425539969103198,2266,1,2266,Audiologen und Sprachtherapeuten,2,4.047666286812,4.254445988748661,5.1086153670915495,False,Niedrig (0–0.33),0,0,0
31-9099.02,0.0522617211844587,0.0622487196964611,0.0544743754808877,0.0734283960082606,3211,1,3211,Medizintechniker im Bereich bildgebende Verfahren und Therapiegeräte,3,7.546524178165999,8.47894483407171,12.35563067038782,False,Niedrig (0–0.33),1,1,1
33-1011.00,0.0,0.0,0.0,0.0,1349,1,1349,"Führungskräfte in der Erbringung von spezialisierten Dienstleistungen, anderweitig nicht genannt",1,8.184198786407,8.565180039903229,4.65508308680129,False,Niedrig (0–0.33),0,0,0
33-1012.00,0.0,0.0,0.0,0.0,3355,1,3355,Polizeikommissare und Kriminalbeamte,3,4.070975210586001,8.48655250294109,108.464853356832,True,Niedrig (0–0.33),0,0,0
33-1021.00,0.0,0.0,0.0,0.0,1112,1,1112,Leitende Verwaltungsbedienstete,1,12.438160335807,14.234775317382786,14.44437869484354,False,Niedrig (0–0.33),0,0,0
33-1091.00,0.0,0.0,0.0,0.0,1219,1,1219,"Führungskräfte in der betrieblichen Administration und in unternehmensbezogenen Dienstleistungen, anderweitig nicht genannt",1,11.188193659694004,13.16862356373752,17.701069218868735,False,Niedrig (0–0.33),0,0,0
33-2011.00,0.0,0.0,0.0,0.0,3112,1,3112,Bauführer und Bautechniker,3,38.516833221537,38.94519300831815,1.1121365671922114,False,Niedrig (0–0.33),0,0,0
33-2021.00,0.0343812747231864,0.0481243577278445,0.0408718587114976,0.0586503728143115,3112,1,3112,Bauführer und Bautechniker,3,38.516833221537,38.94519300831815,1.1121365671922114,False,Niedrig (0–0.33),0,0,0
33-2022.00,0.0,0.0,0.0,0.0,3359,1,3359,"Fachkräfte in der öffentlichen Verwaltung, anderweitig nicht genannt",3,1.1952449879130005,0.8915400349132869,-25.409431210417218,False,Niedrig (0–0.33),0,0,0
33-3012.00,0.0,0.0,0.0,0.0,1349,1,1349,"Führungskräfte in der Erbringung von spezialisierten Dienstleistungen, anderweitig nicht genannt",1,8.184198786407,8.565180039903229,4.65508308680129,False,Niedrig (0–0.33),0,0,0
33-3021.00,0.1076835404763259,0.1627803728094281,0.1409219108314542,0.1943323898998516,3355,1,3355,Polizeikommissare und Kriminalbeamte,3,4.070975210586001,8.48655250294109,108.464853356832,True,Niedrig (0–0.33),0,0,0
33-3021.02,0.2522162592291818,0.32079774683001,0.2965335724037594,0.3544592959758645,3355,1,3355,Polizeikommissare und Kriminalbeamte,3,4.070975210586001,8.48655250294109,108.464853356832,True,Niedrig (0–0.33),0,0,0
33-3021.06,0.3750293712675572,0.5386252608925258,0.5085280561154828,0.5790099963741497,2422,1,2422,Spezialisten in der strategischen Planung in Politik und Wirtschaft,2,2.9147980542490006,5.080192459807278,74.2896888654673,True,Mittel (0.33–0.66),0,0,0
33-3031.00,0.0305546909430117,0.0440912566391457,0.0363843783103124,0.0553453123704045,2133,1,2133,Umweltwissenschaftler,2,3.499424292972,4.195820269836831,19.90030126565172,False,Niedrig (0–0.33),0,0,0
33-3041.00,0.0400303950652817,0.0452951845037234,0.0399500042934927,0.0529573804878211,1112,1,1112,Leitende Verwaltungsbedienstete,1,12.438160335807,14.234775317382786,14.44437869484354,False,Niedrig (0–0.33),1,1,1
33-3051.00,0.0,0.0,0.0,0.0,3355,1,3355,Polizeikommissare und Kriminalbeamte,3,4.070975210586001,8.48655250294109,108.464853356832,True,Niedrig (0–0.33),0,0,0
33-3051.04,0.1394305814926218,0.1930161494997979,0.1762385505215423,0.2165718204908333,3351,1,3351,Fachkräfte im Zolldienst und Grenzschutz,3,3.920539826399,4.453572945810789,13.595911354416163,False,Niedrig (0–0.33),0,0,0
33-3052.00,0.1295069568255364,0.1830051509862647,0.1608712609955282,0.214777930003638,3355,1,3355,Polizeikommissare und Kriminalbeamte,3,4.070975210586001,8.48655250294109,108.464853356832,True,Niedrig (0–0.33),0,0,0
33-9021.00,0.3519812051527702,0.4950176105153013,0.4574036068501869,0.5472214712737226,3411,1,3411,Fachkräfte für Rechts- und verwandte Angelegenheiten,3,12.039343043658002,12.144299740161111,0.8717809279335977,False,Mittel (0.33–0.66),0,0,0
33-9031.00,0.2581333158883119,0.3379011978732916,0.3182834293517893,0.3643527666130335,3359,1,3359,"Fachkräfte in der öffentlichen Verwaltung, anderweitig nicht genannt",3,1.1952449879130005,0.8915400349132869,-25.409431210417218,False,Mittel (0.33–0.66),0,0,0
33-9091.00,0.0,0.0,0.0,0.0,3112,1,3112,Bauführer und Bautechniker,3,38.516833221537,38.94519300831815,1.1121365671922114,False,Niedrig (0–0.33),1,1,1
33-9092.00,0.0,0.0,0.0,0.0,3422,1,3422,"Sportlehrer, Sporttrainer und Sportfunktionäre",3,18.596802860598004,18.48931429700556,-0.5779948542670491,False,Niedrig (0–0.33),1,1,1
33-9093.00,0.0,0.0,0.0,0.0,3351,1,3351,Fachkräfte im Zolldienst und Grenzschutz,3,3.920539826399,4.453572945810789,13.595911354416163,False,Niedrig (0–0.33),1,1,1
33-9099.02,0.2052797716604742,0.282830343444181,0.2497800384229405,0.3301803504927746,3411,1,3411,Fachkräfte für Rechts- und verwandte Angelegenheiten,3,12.039343043658002,12.144299740161111,0.8717809279335977,False,Niedrig (0–0.33),0,0,0
35-1011.00,0.0,0.0,0.0,0.0,3434,1,3434,"Küchenchefs, stv. Küchenchefs und Souschefs",3,11.439200624478,9.634557678626583,-15.775953277624836,False,Niedrig (0–0.33),0,0,0
35-1012.00,0.0,0.0,0.0,0.0,1412,1,1412,Führungskräfte in Restaurants,1,19.072046092383005,18.02767534569753,-5.47592398648079,False,Niedrig (0–0.33),0,0,0
35-2012.00,0.0,0.0,0.0,0.0,3434,1,3434,"Küchenchefs, stv. Küchenchefs und Souschefs",3,11.439200624478,9.634557678626583,-15.775953277624836,False,Niedrig (0–0.33),1,1,1
35-2013.00,0.0336321355541289,0.0332367879844873,0.0263666182971824,0.0433280620086334,3434,1,3434,"Küchenchefs, stv. Küchenchefs und Souschefs",3,11.439200624478,9.634557678626583,-15.775953277624836,False,Niedrig (0–0.33),1,1,1
35-3011.00,0.0,0.0,0.0,0.0,1412,1,1412,Führungskräfte in Restaurants,1,19.072046092383005,18.02767534569753,-5.47592398648079,False,Niedrig (0–0.33),1,1,1
35-9031.00,0.0,0.0,0.0,0.0,2431,1,2431,Fachkräfte in Marketing und Werbung,2,43.93795628549201,43.92670158260029,-0.0256149895060899,False,Niedrig (0–0.33),1,1,1
37-1011.00,0.0,0.0,0.0,0.0,1219,1,1219,"Führungskräfte in der betrieblichen Administration und in unternehmensbezogenen Dienstleistungen, anderweitig nicht genannt",1,11.188193659694004,13.16862356373752,17.701069218868735,False,Niedrig (0–0.33),1,1,1
37-1012.00,0.0,0.0,0.0,0.0,2131,1,2131,"Biologen, Botaniker, Zoologen und verwandte Berufe",2,8.866294443315,9.867582137765408,11.293192447554636,False,Niedrig (0–0.33),0,0,0
37-3011.00,0.0,0.0,0.0,0.0,2162,1,2162,Landschaftsarchitekten,2,1.572515060856,1.6623136588834688,5.71050797940129,False,Niedrig (0–0.33),1,1,1
37-3012.00,0.0008160391695709,0.000850007918835,0.0007089217205032,0.0010556137422718,3141,1,3141,Biotechniker (ohne medizinische Fachberufe),3,3.350140159418,3.229993311397246,-3.5863230283961043,False,Niedrig (0–0.33),1,1,1
37-3013.00,0.0,0.0,0.0,0.0,1311,1,1311,Führungskräfte in der Produktion in Land- und Forstwirtschaft,1,0.461633413851,0.7439693523178712,61.1602041783743,True,Niedrig (0–0.33),1,1,1
39-1013.00,0.0,0.0,0.0,0.0,1431,1,1431,"Führungskräfte in der Erbringung von Dienstleistungen im Bereich Sport, Erholung und Kultur",1,3.431486778191001,3.0208506211645925,-11.966712494310872,False,Niedrig (0–0.33),0,0,0
39-1022.00,0.0,0.0,0.0,0.0,1439,1,1439,"Führungskräfte in der Erbringung von Dienstleistungen, anderweitig nicht genannt",1,2.155181872745,1.89299605343754,-12.165368622626788,False,Niedrig (0–0.33),0,0,0
39-3011.00,0.0,0.0,0.0,0.0,1431,1,1431,"Führungskräfte in der Erbringung von Dienstleistungen im Bereich Sport, Erholung und Kultur",1,3.431486778191001,3.0208506211645925,-11.966712494310872,False,Niedrig (0–0.33),1,1,1
39-3012.00,0.0304863203552562,0.0248640894833294,0.0225364222843823,0.0281507476299968,1431,1,1431,"Führungskräfte in der Erbringung von Dienstleistungen im Bereich Sport, Erholung und Kultur",1,3.431486778191001,3.0208506211645925,-11.966712494310872,False,Niedrig (0–0.33),1,1,1
39-3021.00,0.0,0.0,0.0,0.0,3521,1,3521,Techniker für Rundfunk und audiovisuelle Medien,3,6.346659251749999,5.69390974380046,-10.284930733748665,False,Niedrig (0–0.33),1,1,1
39-3031.00,0.0,0.0,0.0,0.0,3411,1,3411,Fachkräfte für Rechts- und verwandte Angelegenheiten,3,12.039343043658002,12.144299740161111,0.8717809279335977,False,Niedrig (0–0.33),1,1,1
39-3091.00,0.0,0.0,0.0,0.0,1411,1,1411,Führungskräfte in Hotels,1,7.145420438866,7.373899343391159,3.197557183372949,False,Niedrig (0–0.33),1,1,1
39-3092.00,0.0,0.0,0.0,0.0,3435,1,3435,Sonstige Fachkräfte in Gestaltung und Kultur,3,4.497162307868001,4.315844951925017,-4.031817033282524,False,Niedrig (0–0.33),1,1,1
39-3093.00,0.0,0.0,0.0,0.0,3423,1,3423,Trainer und Betreuer im Bereich Fitness und Erholung,3,6.404440928735001,7.535353269945205,17.65825235636267,False,Niedrig (0–0.33),1,1,1
39-4011.00,0.003191041929661,0.0037973073653349,0.0031203888436198,0.0047865184335346,3433,1,3433,"Fachkräfte in Kunstgalerien, Museen und Bibliotheken",3,0.8764893736830001,0.994684168442118,13.48502312839967,False,Niedrig (0–0.33),1,1,1
39-4031.00,0.0,0.0,0.0,0.0,2635,1,2635,Sozialarbeiter,2,18.731495843976003,19.51812684940036,4.199509809449249,False,Niedrig (0–0.33),0,0,0
39-5092.00,0.0,0.0,0.0,0.0,3435,1,3435,Sonstige Fachkräfte in Gestaltung und Kultur,3,4.497162307868001,4.315844951925017,-4.031817033282524,False,Niedrig (0–0.33),1,1,1
39-5093.00,0.0,0.0,0.0,0.0,1431,1,1431,"Führungskräfte in der Erbringung von Dienstleistungen im Bereich Sport, Erholung und Kultur",1,3.431486778191001,3.0208506211645925,-11.966712494310872,False,Niedrig (0–0.33),1,1,1
39-7011.00,0.0,0.0,0.0,0.0,1439,1,1439,"Führungskräfte in der Erbringung von Dienstleistungen, anderweitig nicht genannt",1,2.155181872745,1.89299605343754,-12.165368622626788,False,Niedrig (0–0.33),1,1,1
39-7012.00,0.0,0.0,0.0,0.0,1439,1,1439,"Führungskräfte in der Erbringung von Dienstleistungen, anderweitig nicht genannt",1,2.155181872745,1.89299605343754,-12.165368622626788,False,Niedrig (0–0.33),0,0,0
39-9011.00,0.0,0.0,0.0,0.0,1341,1,1341,Führungskräfte in der Erbringung von Dienstleistungen der Kinderbetreuung,1,3.922539975932,3.469310997629832,-11.554476973672667,False,Niedrig (0–0.33),1,1,1
39-9031.00,0.0,0.0,0.0,0.0,3423,1,3423,Trainer und Betreuer im Bereich Fitness und Erholung,3,6.404440928735001,7.535353269945205,17.65825235636267,False,Niedrig (0–0.33),1,1,1
39-9032.00,0.0,0.0,0.0,0.0,3423,1,3423,Trainer und Betreuer im Bereich Fitness und Erholung,3,6.404440928735001,7.535353269945205,17.65825235636267,False,Niedrig (0–0.33),0,0,0
39-9041.00,0.0,0.0,0.0,0.0,3412,1,3412,Soziale Fachkräfte,3,46.231044447983,50.726888890706896,9.724730419582912,False,Niedrig (0–0.33),0,0,0
41-1011.00,0.0,0.0,0.0,0.0,1420,1,1420,Führungskräfte in Gross- und Einzelhandel,1,2.971007194085,3.217999957826392,8.313435397703907,False,Niedrig (0–0.33),0,0,0
41-1012.00,0.0,0.0,0.0,0.0,1420,1,1420,Führungskräfte in Gross- und Einzelhandel,1,2.971007194085,3.217999957826392,8.313435397703907,False,Niedrig (0–0.33),0,0,0
41-2012.00,0.128573208682772,0.1187915901818397,0.1163210863160139,0.121380965053248,1431,1,1431,"Führungskräfte in der Erbringung von Dienstleistungen im Bereich Sport, Erholung und Kultur",1,3.431486778191001,3.0208506211645925,-11.966712494310872,False,Niedrig (0–0.33),1,1,1
41-2022.00,0.0635282737094286,0.079497008543574,0.0701801462171127,0.0928472127705559,2433,1,2433,Technische Verkaufsfachkräfte (ohne Informations- und Kommunikationstechnologie),2,11.835475398328002,13.659967202324731,15.415450098899068,False,Niedrig (0–0.33),0,0,0
41-3011.00,0.0,0.0,0.0,0.0,3339,1,3339,"Fachkräfte für unternehmensbezogene Dienstleistungen, anderweitig nicht genannt",3,0.779595074896,0.582892890090946,-25.23132727990804,False,Niedrig (0–0.33),0,0,0
41-3021.00,0.2342836057166791,0.2873774668107142,0.2531916084541818,0.3364046439980263,3321,1,3321,Versicherungsvertreter,3,16.217702350982005,16.324559714630414,0.6588933582317137,False,Niedrig (0–0.33),0,0,0
41-3031.00,0.3004763198259249,0.4188972441371296,0.37334936139318,0.4838688039569458,3311,1,3311,"Wertpapierhändler, -makler und Finanzmakler",3,8.357260989684999,8.538453319440176,2.1680827005261043,False,Mittel (0.33–0.66),0,0,0
41-4011.00,0.0,0.0,0.0,0.0,2433,1,2433,Technische Verkaufsfachkräfte (ohne Informations- und Kommunikationstechnologie),2,11.835475398328002,13.659967202324731,15.415450098899068,False,Niedrig (0–0.33),0,0,0
41-4012.00,0.1266920693688355,0.1536723637749878,0.143447928500438,0.1676767310834312,3324,1,3324,Handelsmakler,3,6.286050496707,7.355296399385477,17.00982044669558,False,Niedrig (0–0.33),0,0,0
41-9012.00,0.0,0.0,0.0,0.0,2651,1,2651,Bildende Künstler,2,4.121146544095,3.179859830652326,-22.840408691396814,False,Niedrig (0–0.33),1,1,1
41-9041.00,0.0773284460362717,0.0779532829183155,0.0713231920055881,0.0872455737690993,1212,1,1212,Führungskräfte im Personalwesen,1,13.564983511046998,13.724554056355064,1.1763416091004857,False,Niedrig (0–0.33),1,1,1
41-9091.00,0.0,0.0,0.0,0.0,2432,1,2432,Fachkräfte in der Öffentlichkeitsarbeit,2,5.166502693133,5.007895832675806,-3.069907631481635,False,Niedrig (0–0.33),1,1,1
43-1011.00,0.0,0.0,0.0,0.0,3341,1,3341,Sekretariatsleiter,3,14.08504137531,18.08485422363143,28.39759388518941,False,Niedrig (0–0.33),0,0,0
43-2011.00,0.0427064339069274,0.0353375659110401,0.0342223212308897,0.0366843922569872,3133,1,3133,Steuerer von chemischen Verfahrensanlagen,3,,,,,Niedrig (0–0.33),1,1,1
43-2021.00,0.1265531300077266,0.109083437368749,0.1068620927440295,0.1113895563702199,1439,1,1439,"Führungskräfte in der Erbringung von Dienstleistungen, anderweitig nicht genannt",1,2.155181872745,1.89299605343754,-12.165368622626788,False,Niedrig (0–0.33),1,1,1
43-3011.00,0.0761707672585902,0.080207059269919,0.0707387737000719,0.0937799010910354,3312,1,3312,Fachkräfte im Bereich Kredit und Darlehen,3,1.933962219203,2.110797466890553,9.143676434404602,False,Niedrig (0–0.33),1,1,1
43-3021.00,0.3431803653840693,0.3937288596676056,0.384472318880594,0.403930487427023,3313,1,3313,Fachkräfte im Rechnungswesen,3,35.694219590095,36.15574409264256,1.2929950783281243,False,Mittel (0.33–0.66),1,1,1
43-3031.00,0.3651093761246762,0.383316925331334,0.3787306324438962,0.3865401248568029,2411,1,2411,"Wirtschaftsprüfer, Steuerberater und verwandte Berufe",2,30.91757631977699,32.86095748101834,6.285684043086613,False,Mittel (0.33–0.66),1,1,1
43-3041.00,0.068993828629995,0.0647788929529043,0.060332904335179,0.0708884306034278,1431,1,1431,"Führungskräfte in der Erbringung von Dienstleistungen im Bereich Sport, Erholung und Kultur",1,3.431486778191001,3.0208506211645925,-11.966712494310872,False,Niedrig (0–0.33),1,1,1
43-3051.00,0.4594485070939538,0.5271648693997365,0.5417241562593463,0.4999654062135559,3313,1,3313,Fachkräfte im Rechnungswesen,3,35.694219590095,36.15574409264256,1.2929950783281243,False,Mittel (0.33–0.66),1,1,1
43-3061.00,0.2349741728825806,0.3003250004044792,0.2733264241293494,0.338330863188,3323,1,3323,Einkäufer,3,10.104688062421005,10.266898583215756,1.6052996370863597,False,Niedrig (0–0.33),0,0,0
43-3071.00,0.1887222868918288,0.2068761511262908,0.1908988679584214,0.2290837641639397,1112,1,1112,Leitende Verwaltungsbedienstete,1,12.438160335807,14.234775317382786,14.44437869484354,False,Niedrig (0–0.33),1,1,1
43-4011.00,0.2773780149741549,0.3115471420473719,0.3012596859897612,0.324111094147168,3311,1,3311,"Wertpapierhändler, -makler und Finanzmakler",3,8.357260989684999,8.538453319440176,2.1680827005261043,False,Niedrig (0–0.33),1,1,1
43-4031.00,0.252658076938851,0.2936970381659056,0.2744803854007681,0.3199706056140474,3411,1,3411,Fachkräfte für Rechts- und verwandte Angelegenheiten,3,12.039343043658002,12.144299740161111,0.8717809279335977,False,Niedrig (0–0.33),1,1,1
43-4041.00,0.2466873644004275,0.2871831039058698,0.2750622695839118,0.3027633474582288,3312,1,3312,Fachkräfte im Bereich Kredit und Darlehen,3,1.933962219203,2.110797466890553,9.143676434404602,False,Niedrig (0–0.33),1,1,1
43-4071.00,0.3390698339412048,0.4193849535486261,0.4022284143125821,0.4413127458716975,2621,1,2621,Archiv- und Museumswissenschaftler,2,2.5007701291260007,3.436134062024667,37.40303524920816,False,Mittel (0.33–0.66),1,1,1
43-4121.00,0.1624667768730636,0.1545643872339333,0.1482943283896762,0.1625655554163602,2621,1,2621,Archiv- und Museumswissenschaftler,2,2.5007701291260007,3.436134062024667,37.40303524920816,False,Niedrig (0–0.33),1,1,1
43-4131.00,0.3637776338741953,0.4930398922676068,0.4594788578005899,0.5391190145543132,3312,1,3312,Fachkräfte im Bereich Kredit und Darlehen,3,1.933962219203,2.110797466890553,9.143676434404602,False,Mittel (0.33–0.66),0,0,0
43-4141.00,0.1330711807265343,0.1423875923865296,0.128516208516436,0.1620302327545047,2412,1,2412,Finanz- und Anlageberater,2,19.897725421554,20.81871100519237,4.628597310126321,False,Niedrig (0–0.33),1,1,1
43-4161.00,0.1823717933703583,0.2258276631791178,0.2105455319322456,0.2467971035169094,2423,1,2423,Berufsberater und -analytiker und vergleichbare Spezialisten der Personalwesen,2,22.044454867828005,27.63613744207947,25.365483554832863,False,Niedrig (0–0.33),0,0,0
43-5011.00,0.0738276604691624,0.0791831460047884,0.066065024555206,0.0982988108006273,3331,1,3331,Fachkräfte für Abrechnungs- und Speditionsdienstleistungen,3,4.544567426216001,3.708450654589429,-18.398159675292963,False,Niedrig (0–0.33),1,1,1
43-5011.01,0.2471839636846265,0.3524614414847581,0.3114306005475042,0.4112318725883461,3331,1,3331,Fachkräfte für Abrechnungs- und Speditionsdienstleistungen,3,4.544567426216001,3.708450654589429,-18.398159675292963,False,Mittel (0.33–0.66),0,0,0
43-5031.00,0.039693608368295,0.0576444802384669,0.0509449661687706,0.0672395936229441,1112,1,1112,Leitende Verwaltungsbedienstete,1,12.438160335807,14.234775317382786,14.44437869484354,False,Niedrig (0–0.33),0,0,0
43-5061.00,0.2520068062428071,0.2868537134278763,0.2643592719426348,0.3181627264335429,2141,1,2141,Prozess- und Produktionsingenieure,2,9.624988998978,9.29664372404815,-3.4113833788767387,False,Niedrig (0–0.33),1,1,1
43-5111.00,0.179156137160541,0.2075050120937066,0.1943445552815748,0.2254364218866247,3359,1,3359,"Fachkräfte in der öffentlichen Verwaltung, anderweitig nicht genannt",3,1.1952449879130005,0.8915400349132869,-25.409431210417218,False,Niedrig (0–0.33),1,1,1
43-6013.00,0.2189407325895019,0.255787574384714,0.2465765769595648,0.2672621805507609,3344,1,3344,Sekretariatsfachkräfte im Gesundheitswesen,3,11.622023063692998,12.653849088066766,8.878196323643294,False,Niedrig (0–0.33),1,1,1
43-6014.00,0.1486368912471555,0.1693508827401403,0.1513298965490059,0.1950216673075198,3343,1,3343,Sekretariatsfachkräfte in Verwaltung und Geschäftsleitung,3,34.92583533916601,35.095276488816104,0.4851455892311484,False,Niedrig (0–0.33),1,1,1
43-9021.00,0.3377524628599047,0.3866753129330406,0.3819325109471961,0.3901030943705442,3341,1,3341,Sekretariatsleiter,3,14.08504137531,18.08485422363143,28.39759388518941,False,Mittel (0.33–0.66),1,1,1
43-9022.00,0.2731854131033789,0.2578220133714168,0.2516700607101534,0.2646395576731585,2643,1,2643,"Übersetzer, Dolmetscher und andere Linguisten",2,5.622935372784,5.738931732247348,2.062914683757364,False,Niedrig (0–0.33),1,1,1
43-9031.00,0.2602169372827578,0.314049384717071,0.2882506490257251,0.3501028611199903,2166,1,2166,Grafik- und Multimediadesigner,2,12.445369746459,13.714818712509937,10.20017076159689,False,Niedrig (0–0.33),1,1,1
43-9041.00,0.1647385164308115,0.1774639753717025,0.1738061039367875,0.181282486775809,3321,1,3321,Versicherungsvertreter,3,16.217702350982005,16.324559714630414,0.6588933582317137,False,Niedrig (0–0.33),1,1,1
43-9061.00,0.0607993558756896,0.0592767807681122,0.0536461912921958,0.0672356088290973,3343,1,3343,Sekretariatsfachkräfte in Verwaltung und Geschäftsleitung,3,34.92583533916601,35.095276488816104,0.4851455892311484,False,Niedrig (0–0.33),1,1,1
43-9081.00,0.5106922201111155,0.4164434587833008,0.4726543283794062,0.3271807018952014,1349,1,1349,"Führungskräfte in der Erbringung von spezialisierten Dienstleistungen, anderweitig nicht genannt",1,8.184198786407,8.565180039903229,4.65508308680129,False,Mittel (0.33–0.66),1,1,1
45-2011.00,0.0083990025168647,0.0109563653355163,0.0093136051555281,0.0133400658343597,3359,1,3359,"Fachkräfte in der öffentlichen Verwaltung, anderweitig nicht genannt",3,1.1952449879130005,0.8915400349132869,-25.409431210417218,False,Niedrig (0–0.33),0,0,0
45-2041.00,0.1368894452502312,0.0806172766431942,0.0777404451915661,0.0841940063839714,3257,1,3257,Kontrolleure und Beauftragte in den Bereichen Umwelt- und Arbeitsmedizin sowie verwandte Berufe,3,1.93101920804,2.65008295629057,37.2375243734849,False,Niedrig (0–0.33),1,1,1
45-2091.00,0.0,0.0,0.0,0.0,2144,1,2144,"Maschinenbau- , Mechatronik- und Systemtechnikingenieure",2,9.728896910697,10.551287836634446,8.453074726624155,False,Niedrig (0–0.33),1,1,1
45-3031.00,0.0857160865213933,0.0821086766849203,0.0663028479856886,0.1052702300511097,1311,1,1311,Führungskräfte in der Produktion in Land- und Forstwirtschaft,1,0.461633413851,0.7439693523178712,61.1602041783743,True,Niedrig (0–0.33),1,1,1
45-4011.00,0.1041250416169481,0.1022081612134937,0.0874561759696675,0.1235766254697542,2133,1,2133,Umweltwissenschaftler,2,3.499424292972,4.195820269836831,19.90030126565172,False,Niedrig (0–0.33),1,1,1
45-4021.00,0.0,0.0,0.0,0.0,3143,1,3143,Forsttechniker,3,1.241224500745,1.2921670141680055,4.104214297448132,False,Niedrig (0–0.33),1,1,1
45-4023.00,0.0880225708103888,0.0911232637689549,0.0796186739846788,0.1076767783207457,3122,1,3122,Produktionsleiter bei der Herstellung von Waren,3,22.165944935432,22.01258882965041,-0.6918545824610831,False,Niedrig (0–0.33),1,1,1
47-1011.00,0.0,0.0,0.0,0.0,3123,1,3123,Poliere und Vorarbeiter,3,26.807374822177003,28.775562191047857,7.341962358964843,False,Niedrig (0–0.33),0,0,0
47-1011.03,0.0,0.0,0.0,0.0,3123,1,3123,Poliere und Vorarbeiter,3,26.807374822177003,28.775562191047857,7.341962358964843,False,Niedrig (0–0.33),0,0,0
47-2021.00,0.0,0.0,0.0,0.0,3123,1,3123,Poliere und Vorarbeiter,3,26.807374822177003,28.775562191047857,7.341962358964843,False,Niedrig (0–0.33),1,1,1
47-2031.00,0.0707397238557104,0.082634256744079,0.0689562397689587,0.102565103153266,3123,1,3123,Poliere und Vorarbeiter,3,26.807374822177003,28.775562191047857,7.341962358964843,False,Niedrig (0–0.33),1,1,1
47-2041.00,0.0,0.0,0.0,0.0,3123,1,3123,Poliere und Vorarbeiter,3,26.807374822177003,28.775562191047857,7.341962358964843,False,Niedrig (0–0.33),1,1,1
47-2042.00,0.0,0.0,0.0,0.0,3123,1,3123,Poliere und Vorarbeiter,3,26.807374822177003,28.775562191047857,7.341962358964843,False,Niedrig (0–0.33),1,1,1
47-2043.00,0.0390962211228722,0.03477502734055,0.0297406159109876,0.0420684722025363,3123,1,3123,Poliere und Vorarbeiter,3,26.807374822177003,28.775562191047857,7.341962358964843,False,Niedrig (0–0.33),1,1,1
47-2044.00,0.0,0.0,0.0,0.0,3123,1,3123,Poliere und Vorarbeiter,3,26.807374822177003,28.775562191047857,7.341962358964843,False,Niedrig (0–0.33),1,1,1
47-2051.00,0.0,0.0,0.0,0.0,3123,1,3123,Poliere und Vorarbeiter,3,26.807374822177003,28.775562191047857,7.341962358964843,False,Niedrig (0–0.33),1,1,1
47-2081.00,0.0,0.0,0.0,0.0,3123,1,3123,Poliere und Vorarbeiter,3,26.807374822177003,28.775562191047857,7.341962358964843,False,Niedrig (0–0.33),1,1,1
47-2082.00,0.0,0.0,0.0,0.0,3123,1,3123,Poliere und Vorarbeiter,3,26.807374822177003,28.775562191047857,7.341962358964843,False,Niedrig (0–0.33),1,1,1
47-3013.00,0.1921017110358516,0.2192294867481178,0.1899864973296345,0.2614266727189278,3113,1,3113,Elektrotechniker,3,8.859283643801998,8.999331098083685,1.5807988536371664,False,Niedrig (0–0.33),1,1,1
47-4011.01,0.3431201920374647,0.4900751974774663,0.4356087920370506,0.5678740456215974,3112,1,3112,Bauführer und Bautechniker,3,38.516833221537,38.94519300831815,1.1121365671922114,False,Mittel (0.33–0.66),0,0,0
47-4041.00,0.0,0.0,0.0,0.0,3132,1,3132,Steuerer von Verbrennungs- und Wasserbehandlungsanlagen,3,2.789748750421,2.47336977675214,-11.340769437431074,False,Niedrig (0–0.33),1,1,1
47-4051.00,0.0,0.0,0.0,0.0,3112,1,3112,Bauführer und Bautechniker,3,38.516833221537,38.94519300831815,1.1121365671922114,False,Niedrig (0–0.33),1,1,1
47-4061.00,0.0,0.0,0.0,0.0,3112,1,3112,Bauführer und Bautechniker,3,38.516833221537,38.94519300831815,1.1121365671922114,False,Niedrig (0–0.33),1,1,1
47-5011.00,0.0,0.0,0.0,0.0,2146,1,2146,"Bergbauingenieure, Metallurgen und verwandte Berufe",2,,,,,Niedrig (0–0.33),1,1,1
